0.0254158936,0.3518440127,0.3385375738,0.155999288,0.3234916627,0.2795374393,-0.0552620552,-0.0895239264,-0.310239464,0.0163703859,0.3878147006,-0.4189420938,0.0912725702,0.1329552233,0.3050305545,-0.0357673131
-0.0695625693,0.3301480114,0.3529748321,0.1782950312,0.3135841191,0.2621198595,-0.071442835,-0.0829121694,-0.3074136376,0.0714600086,0.3808183968,-0.4000389278,0.0883994699,0.1689055115,0.3228696287,-0.0742341802
-0.103664875,0.292145282,0.3566114008,0.2428397536,0.3092564344,0.2516899407,-0.0774145275,-0.0878672674,-0.2969430983,0.1060133129,0.3620290756,-0.3818092346,0.1024326384,0.1754534841,0.340421021,-0.1078910828
-0.0888964981,0.3705537915,0.3543576598,0.2299453467,0.2932159305,0.1878321916,0.0141134355,-0.0696606934,-0.2886538208,-0.0407519825,0.3699851036,-0.3968349695,0.1480231583,0.2159537673,0.3078285158,-0.0859108865
0.0048820791,0.4300046861,0.3315865397,0.1825351864,0.3463841975,0.2407665551,0.0542284399,-0.0824956968,-0.3177199364,-0.0753149316,0.2692713737,-0.4881866276,0.1553065181,0.0459897071,0.1944273263,-0.051164344
-0.0428224504,0.3854070604,0.3715286851,0.0328938179,0.3583468497,0.2470795661,0.0056487629,-0.0629532337,-0.2793748975,-0.1615786701,0.3083072901,-0.480020225,0.0317381062,0.0930124521,0.2299113423,-0.1578215659
-0.0626551807,0.4427361488,0.3164582253,-0.0190134551,0.3778054416,0.2285474092,0.1117277443,-0.0769344643,-0.2770489454,-0.1896686554,0.2094189376,-0.5414093137,0.0726369843,0.0397648141,0.1142335683,-0.1286908686
-0.0767055824,0.3726484478,0.3183773756,0.0143804345,0.3983181715,0.2820248604,0.0753787383,-0.1175016388,-0.2991219163,-0.0528301112,0.2734549046,-0.5193505883,0.0819733813,0.0672361776,0.1980176717,-0.0936778113
-0.0737167969,0.3012538552,0.2965839803,0.1816502213,0.3477458358,0.2188909054,0.0842973143,-0.1556482762,-0.2620493472,0.0257535204,0.3646930754,-0.4341774285,0.1844231039,0.2035235316,0.3399669528,-0.0287213083
0.0520901345,0.3168418407,0.1964653134,0.2075276226,0.3116297126,0.2161392868,0.107757695,-0.1947547197,-0.2463347614,0.1190382093,0.386631757,-0.4180127084,0.2327646017,0.1992867738,0.3166125119,0.1692732573
0.0867527574,0.2266519815,0.1550176889,0.326328814,0.3049503863,0.2325396836,0.0850751773,-0.2125932425,-0.2435384691,0.2340059429,0.3266949356,-0.3830720186,0.2663633227,0.1474080682,0.3364056647,0.1941338778
-0.2663672268,0.2319730818,0.4344986975,0.1235765591,0.2328745723,0.0912741795,-0.1100152805,0.0170108248,-0.1623114049,-0.1351951659,0.3734664023,-0.3634257913,-0.0174906235,0.3031215072,0.3556165397,-0.2477747202
-0.114691481,-0.0030543662,0.3971030116,0.2132382989,0.3548716903,0.3074292243,-0.1351720989,-0.0812371224,-0.234940052,0.1842445582,0.2864144444,-0.4340722561,-0.0473272577,0.1217505783,0.3643772304,-0.1700846702
